ALBUM,MOJO,UNCUT,RGHTRD,EXCLM,CNSQE,PASTE,ROLSTN,SGUM,QTUS,STILL,NORIP,FADER,NME,ALTNVE,BPM,BBRD,BVEG,CLASH,CMPLX,CRACK,DBLJ,FLOOD,KRNG,LINE,LTW,MONDO,mOMH,NT,P4K,POPMT,SLANT,TRBLE,WIRE,HOTP,GRDN,LESIN,EARMK,SPTNK,,,,,,,,,AVG,WT-AVG,CONS SCORE,# Lists,Top 10s,#1s
Leif Vollebekk - Revelation,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
Lorenzo Abattoir - Mess (Akt IV),,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
LYRA - LYRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
OMBIIGIZI - Shame,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
Reymour - NoLand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,34.00,34,73.92105263,1,0,0
Samara Cyn - The Drive Home,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
Small Black Arrows - The British Museum,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
Underworld - Strawberry Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,34.00,34,73.92105263,1,0,0
$uicideboy$ - New World Depression,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Ab-Soul - Soul Burger,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
CANDY - It's Inside You,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Daisy Rickman - Howl,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Future Islands - People Who Aren't There Anymore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,35.00,35,73.94736842,1,0,0
Joy Oladokun - Observations From A Crowded Room,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Kendrick Lamar - Not Like Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Marika Hackman - Big Sigh,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Richie Culver - Hostile Environments,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
Wu-Lu - Learning to Swim On Empty,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,35,73.94736842,1,0,0
gyrofield - A Faint Glow of Bravery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,35.00,35,73.94736842,1,0,0
86TVs - 86TVs,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Allie X - Girl With No Face,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Boldy James & Conductor Williams - Across The Tracks,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Chilly Gonzales - Gonzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Curtisy - What Was The Question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
El Malilla - Ñerostars,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Eunuchs - Harbour Century,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Future - Mixtape Pluto,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
"Hayden Pedigo - Live in Amarillo, Texas",,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
meth. - Shame,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
Nightwish - Yesterwynde,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,36.00,36,73.97368421,1,0,0
ARXX - Good Boy,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
Cigarettes After Sex - X's,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
Common - The Auditorium Vol. 1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
"Frédéric D. Oberland, Grégory Dargent, Tony Elieh & Wassam Halal - SIHR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,37.00,37,74,1,0,0
Lisha G & Trini Viv - Groovy Steppin Sh*t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
LustSickPuppy - Carousel From Hell,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
NAYEON - NA,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
Wildflower - Green World,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00,37,74,1,0,0
SLIFT - Ilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,37.00,37,74,1,0,0
CA7RIEL & Paco Amoroso - Baño María,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Elbow - Audio Vertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Emma Donovan - Til My Song is Done,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Gunna - One of Wun,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Jennifer Walshe & Tony Conrad - In the Merry Month of May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Joe James - Beast Living,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Leyla McCalla - Sun Without the Heat,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
While She Sleeps - Self Hell,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,38.00,38,74.02631579,1,0,0
Angélica Garcia - Gemelo,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Brown Horse - Reservoir,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Dearthworms - Sapsucker,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Denzel Curry - King of the Mischievous South,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
envy - Eunoia,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Lechuga Zafiro - Desde los oídos de un sapo,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Mimi Barks - This is Doom Trap,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Omni - Souvenir,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Onsloow - Full Speed Anywhere Else,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Rhodri Davies - Telyn Wrachïod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Rod Wave - Last Lap,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Sam Evian - Plunge,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Senyawa - Vajranala,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Soccer Mommy - Evergreen,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Trent Reznor & Atticus Ross - Challengers (Original Score),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,39.00,39,74.05263158,1,0,0
Vegyn - The Road to Hell is Paved with Good Intentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,39.00,39,74.05263158,1,0,0
Iglooghost - Tidal Memory Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,39.00,39,74.05263158,1,0,0
1tbsp - megacity1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,40.00,40,74.07894737,1,0,0
AKAI SOLO - Dreamdropdragon,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Bbymutha - sleep paralysis,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Charly Bliss - FOREVER,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Elsa y Elmar - PALACIO,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Grandaddy - Blu Wav,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Jean Dawson - Glimmer of God,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
MICHELLE - Songs About You Specifically,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Nubiyan Twist - Find Your Flame,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Pearl Jam - Dark Matter,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
salute - True Magic,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Trigger Object - Ghost Bros OST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,40.00,40,74.07894737,1,0,0
Brodequin - Harbinger of Woe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,40.00,40,74.07894737,1,0,0
Ana Lua Caiano - Vou Ficar Neste Quadrado,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
"Camera Obscura - Look to the East, Look to the West",,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
drive your plow over the bones of the dead - tragedy as catharsis,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
"Ensemble 0, Talea Ensemble, Ensemble Dedalus & James Baker - Sarah...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Fousheé - Pointy Heights,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
"Grinspoon - whatever, whatever",,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Gudmundur Steinn Gunnarsson - Stífluhringurinn,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Jelly Roll - Beautifully Broken,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
John Summit - Comfort in Chaos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,41.00,41,74.10526316,1,0,0
Princess - Princess,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Ryuchi Sakamoto - Opus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Spectral Voice - Sparagmos,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Young Miko - att.,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
Zeil & Ardor - GREIF,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,41.00,41,74.10526316,1,0,0
3% - Kill The Dead,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
"Bright Eyes - Five Dice, All Threes",,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Hinds - Viva Hinds,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Kids in Glass Houses - Pink Flamingo,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Lizzy McAlpine - Older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Loidis - One Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Make Them Suffer - Make Them Suffer,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Michael Kiwanuka - Small Changes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Warmdüscher - Too Cold To Hold,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,42,74.13157895,1,0,0
Yellow Claw - House Music for Stripclubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,42.00,42,74.13157895,1,0,0
Ahmed - Wood Blues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
Dutch Criminal Record - Novium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,43.00,43,74.15789474,1,0,0
Freddie Gibbs - You Only Die 1nce,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
Neil Luck - Radio Archive (2014-2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
Prize Horse - Under Sound,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
Ride - Interplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
The Black Crowes - Happiness Bastards,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
"urika's bedroom - Big Smile, Black Mire",,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,43,74.15789474,1,0,0
Holy Tongue & Shackleton - The Tumbling Psychic Joy of Now,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,44,74.18421053,1,0,0
Milan Ring - Mangos,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,44,74.18421053,1,0,0
Milan W. - Leave Another Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,44.00,44,74.18421053,1,0,0
NOAHFINNCE - Growing Up on the Internet,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,44.00,44,74.18421053,1,0,0
Porches - Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,44.00,44,74.18421053,1,0,0
Red Sun - best buds :),,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,44,74.18421053,1,0,0
Trueno - El Último Baile,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,44.00,44,74.18421053,1,0,0
454 - Casts of a Dreamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Bruce Dickinson - The Mandrake Project,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Chris Patrick - The Calm,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Christian Lee Hutson - Paradise Pop. 10,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
illuminati hotties - Power,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Muddy Monk - Bingo Paradis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Riley! - Keep Your Cool,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Rose Droll - With Strangers,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Saagara - 3,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Thandii - Come As You,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
Thandii - Dream With You,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
The Necks - Bleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
The Zawose Queens - Maisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
"Various Artists - Scenic Route - Road Less Travelled, Vol. 2",,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,45,74.21052632,1,0,0
2nd Grade - Scheduled Explosions,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Arab Strap - i'm totally fine with it don't give a fuck anymore,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Cavalier - Different Type Time,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Counterparts - Heaven Let Them Die,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Donna Lewis & Holmes Ives - Rooms with a View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,46.00,46,74.23684211,1,0,0
Harry Gorski-Brown - Durt Dronemaker After Dreamboats,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Kiasmos - II,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
LUCKI - Gemini!,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Mia Dyson - Tender Heart,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Oruã - Passe,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Sheer Mag - Playing Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
ShrapKnel & Controller 7 - Nobody Planning to Leave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
The Home Team - The Crucible of Life,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
YATTA - Palm Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,46.00,46,74.23684211,1,0,0
Midas Fall - Cold Waves Divide Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,46.00,46,74.23684211,1,0,0
Dorothea Paas - Think Of Mist,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
John Early - Now More Than Ever,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Lia Kohl - Normal Sounds,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Master Peace - How To Make A Master Peace,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Meshell Ndegeocello - No More Water: The Gospel of James Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Nice Biscuit - SOS,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Palaye Royale - Death or Glory,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
"POLO PERKS <3 <3 <3, AyooLii & Fear Dorian - A Dog's Chance",,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Radical Son - Bilambiyal,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Retsu - Retsu,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Sarah Davachi - The Head as Form'd in the Crier's Choir,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Sleater-Kinney - Little Rope,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Undeath - More Insane,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,47,74.26315789,1,0,0
Domestic Terminal - Sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,47.00,47,74.26315789,1,0,0
British Murder Boys - Active Agents and House Boys,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Djrum - Meaning's Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Lil Tecca - Plan A,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
LP Giobbi - Dotr,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Maya Hawke - Chaos Angel,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Nick Lowe - Indoor Safari,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Robin Mackay - By The North Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Scene Queen - Hot Singles in Your Area,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Starflyer 59 - Lust For Gold,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
Stick in the Wheel - A Thousand Pokes,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,48.00,48,74.28947368,1,0,0
